id,name,source,page,rarity,type,attunement,damage,properties,mastery,weight,value,text
#30015,Dragonguard,PaBTSO,72,rare,Medium Armor (Breastplate),,AC 14 + Dex (max 2),,,20,,"You have a +1 bonus to AC while wearing this armor.This breastplate has a gold dragon motif worked into its design. Created for a human hero of old Neverwinter named Tergon, it grants its wearer advantage on saving throws against the breath weapons of Dragons.This armor consists of a fitted metal chest piece worn with supple leather. Although it leaves the legs and arms relatively unprotected, this armor provides good protection for the wearer's vital organs while leaving the wearer relatively unencumbered."
#30016,Elder Sequoia Scale Mail,TGS2,77,rare,Medium Armor (Scale Mail),requires attunement by a druid,AC 14 + Dex (max 2),,,45,,"This hardy, natural mail is made with leather and protected with the large outer shell of an elder sequoia seed cone. You gain a +1 bonus to AC while wearing this armor. In addition, while wearing this armor, you can use your Wild Shape to transform into a mighty evergreen tree. The tree is 5 feet across at its base and can be up to 40 feet tall. Its branches extend up to 10 feet away from its trunk and must be at least 5 feet above its base.The tree has hit points equal to 5 times your druid level, AC 20, and vulnerability to fire damage. While you're a tree, you magically retain your normal senses and gain tremorsense out to a range of 30 feet, but your speed becomes 0, and you can only use your actions to shuffle your limbs (as if by a breeze or rustling creature), revert to your normal form, or use your Wild Shape again.The wearer has Disadvantage on Dexterity (Stealth) checks."
#30017,Fused Chimeric Hide,TGS2,86,rare,Medium Armor (Hide Armor),requires attunement by a barbarian or druid,AC 12 + Dex (max 2),,,12,,"This armor is made from the three unique hides of a fearsome chimera, creating an armor that's both imposing and practical. You have a +1 bonus to AC while wearing this armor.In addition, when you enter a rage or use your Wild Shape to transform into a beast, you can take on a special aspect, choosing one of the options below. Aspect of the Dragon. Your skin hardens into platelike scales, granting you 20 temporary hit points and resistance to fire damage. Aspect of the Goat. You grow a pair of ram's horns. If you already have horns, this aspect causes them to grow larger and more powerful. When you move at least 20 feet straight toward a target no more than one size larger than you and immediately make a melee weapon attack against it, it must succeed on a DC 15 Strength saving throw or be knocked prone. Aspect of the Lion. You grow a shimmering mane that wreathes your head and neck, and your teeth become fangs. You have advantage on melee attack rolls against a creature if at least one of your allies is within 5 feet of the creature and the ally isn't incapacitated.Each aspect lasts for 1 minute. At the end of the duration, you revert to your normal form or beast shape. Once you take on the aspect of a creature in this way, you can't take on that aspect again until the next dawn."
#30018,Glamoured Studded Leather,DMG'24,264,rare,Light Armor (Studded Leather Armor),,AC 12 + Dex,,,13,,"While wearing this armor, you gain a +1 bonus to Armor Class. You can also take a Bonus Action to cause the armor to assume the appearance of a normal set of clothing or some other kind of armor. You decide what it looks likeâ€”including color, style, and accessoriesâ€”but the armor retains its normal bulk and weight. The illusory appearance lasts until you use this property again or doff the armor."
#30019,Half Plate Armor,PHB'24,219,none,Medium Armor,,AC 15 + Dex (max 2),,,40,750,The wearer has Disadvantage on Dexterity (Stealth) checks.
#30020,Heavy Golem Armor,TGS2,101,rare,Heavy Armor (Plate Armor),requires attunement by a Small humanoid,AC 18,,,65,,"This heavy set of plate mail is 5Â½ feet tall, weighs 100 pounds, and is reconfigured from the pieces of an iron golem. Despite the armor's larger size, a series of clever harnesses inside its chest piece comfortably support you inside it. While wearing this armor, your Strength score is 19, unless it's already higher, and you are considered to be a Medium creature. Magic currents run through the inside of the armor and connect to you, allowing you to control the metal limbs as if they were your own. This magical connection causes you to still take any damage you receive while wearing the armor.While wearing this armor, you can use a bonus action to speak its command word to force the armor to move more rapidly. When it does, you gain the effect of the haste spell (no concentration required), and the armor's joints creak and groan from the increased strain. At the end of each of your turns while you're under this effect, there is a cumulative 20 percent chance that the armor overheats. When it does, you take 1d10 fire damage from the armor, and the effect ends. Once this property of the armor has been used, it can't be used again until the next dawn.The wearer has Disadvantage on Dexterity (Stealth) checks.If the wearer has a Strength score lower than 15, their speed is reduced by 10 feet."
#30021,Hide Armor,PHB'24,219,none,Medium Armor,,AC 12 + Dex (max 2),,,12,10,
#30022,Leather Armor,PHB'24,219,none,Light Armor,,AC 11 + Dex,,,10,10,
#30023,Mirage Leathers,TGS4,0,uncommon,Light Armor (Leather Armor),requires attunement,AC 11 + Dex,,,10,,"This stark white armor tricks the eye in strong light, like a mirage. While wearing this armor, other creatures take a -5 penalty to any Wisdom (Perception) checks they make to see you, provided you're in bright light or sunlight. In addition, you can use an action to cast the mirror image spell. This version of the spell ends early if you start your turn without being in bright light or sunlight. For the duration of the spell, you can take the Hide action as a bonus action, and remain hidden, even if you're in plain sight. Once the armor has been used to cast this spell, it can't do so again until the next dawn."
#30024,Mistwalker Armor,TGS2,123,rare,Light Armor (Leather Armor),requires attunement,AC 11 + Dex,,,10,,"This dark leather armor releases thin wisps of fog from its seams. While wearing this armor, you can use an action to cast the fog cloud spell (2nd-level version) from it. Once this property of the armor has been used, it can't be used again until the next dawn.In addition, fog doesn't obscure your vision, and while you're in opaque fog, you can use your movement to teleport to an unoccupied space that you can see in the fog. Doing so costs an amount of movement equal to the distance you teleport."
#30025,Nightstalker's Armor of the Northeastern Wind,TGS2,129,rare,Heavy Armor (Plate Armor),requires attunement,AC 18,,,65,,"This unusual armor is composed of blue metal plates with a horned helm, and was tempered by the frigid breath of an oni. Retributive Cold. When you take damage from a creature that is within 5 feet of you while wearing this armor, you can use your reaction to deal 1d6 cold damage to that creature. Freezing Fog. While wearing this armor, you can use a bonus action to speak its command word to cast the gaseous form spell from it, targeting only yourself, with the following changes:You take the form of a frigid cloud of fog, creating illusory frost on objects you touch.You can take the Attack action while in this form. When you do, your attacks are unarmed strikes that deal 1d6 cold damage, instead of their normal damage.You can use the armor's Retributive Cold property.The spell has a duration of 1 minute.Once this property has been used, it can't be used again until the next dusk.The wearer has Disadvantage on Dexterity (Stealth) checks.If the wearer has a Strength score lower than 15, their speed is reduced by 10 feet."
#30026,Owlbear Leather Armor,TGS2,134,uncommon,Light Armor (Leather Armor),requires attunement,AC 11 + Dex,,,10,,"This set of leather armor was made from the remains of a hardy and ferocious owlbear. While wearing this armor, if you fail a Constitution saving throw against an effect from a hostile source, you can choose to succeed instead. Once this property of the armor has been used, it can't be used again until the next dawn."
#30027,Padded Armor,PHB'24,219,none,Light Armor,,AC 11 + Dex,,,8,5,The wearer has Disadvantage on Dexterity (Stealth) checks.
#30028,Plate Armor,PHB'24,219,none,Heavy Armor,,AC 18,,,65,1500,"The wearer has Disadvantage on Dexterity (Stealth) checks.If the wearer has a Strength score lower than 15, their speed is reduced by 10 feet."
#30029,Plate of Knight's Fellowship,BMT,37,uncommon,Heavy Armor (Plate Armor),requires attunement,AC 18,,,65,,"This gleaming set of silver-and-gold plate armor never tarnishes.While wearing this armor, you can use a bonus action to summon the spirit of a warrior to your aid. The spirit's corporeal form manifests in an unoccupied space of your choice within 30 feet of you, and it uses the knight stat block. The spirit disappears when it drops to 0 hit points or after 1 minute, whichever comes first.The spirit is an ally to you and your companions. In combat, the spirit shares your initiative count but takes its turn immediately after yours. The spirit obeys your commands (no action required by you); if you don't issue any commands, the spirit takes the Dodge action and uses its movement to avoid danger.Once this bonus action is used, it can't be used again until the next dawn.Plate consists of shaped, interlocking metal plates to cover the entire body. A suit of plate includes gauntlets, heavy leather boots, a visored helmet, and thick layers of padding underneath the armor. Buckles and straps distribute the weight over the body.The wearer has Disadvantage on Dexterity (Stealth) checks.If the wearer has a Strength score lower than 15, their speed is reduced by 10 feet."
#30030,Ring Mail,PHB'24,219,none,Heavy Armor,,AC 14,,,40,30,The wearer has Disadvantage on Dexterity (Stealth) checks.
#30031,Scale Mail,PHB'24,219,none,Medium Armor,,AC 14 + Dex (max 2),,,45,50,The wearer has Disadvantage on Dexterity (Stealth) checks.
#30032,Scorned Heart Breastplate,TGS2,155,rare,Medium Armor (Breastplate),requires attunement,AC 14 + Dex (max 2),,,20,,"This brass breastplate is torn apart in its center by a crimson gemstone. You gain a +1 bonus to AC for every two allies within 10 feet of you (up to a maximum of +2) while you wear this armor. In addition, while wearing this armor, you can cast hellish rebuke (save DC 15) as a 3rd-level spell from it, using your reaction. Once the armor has been used to cast this spell, it can't do so again until the next dawn. Curse. This armor is cursed. Attuning to the armor curses you until you are targeted by the remove curse spell or similar magic; removing the armor fails to end the curse. While cursed, you have disadvantage on saving throws to resist becoming charmed, and you have disadvantage on Charisma checks to interact with any creature you find attractive."
#30033,Scorpion Armor,ToA,208,rare,Heavy Armor,requires attunement,AC 18,,,65,,"This suit of plate armor is fashioned from giant scorpion chitin. While wearing this armor, you gain the following benefits:The armor improves your combat readiness, granting you a +5 bonus to initiative as long as you aren't incapacitated.The armor doesn't impose disadvantage on your Dexterity (Stealth) checks.The armor doesn't impose disadvantage on saving throws made to resist the effects of extreme heat (see chapter 5 of the Dungeon Master's Guide). Curse. This armor is cursed. Whenever you don or doff it, you must make a DC 15 Constitution saving throw, taking 100 (10d10 + 45) poison damage on a failed save, or half as much damage on a successful one. Only a wish spell can remove the armor's curse.If the wearer has a Strength score lower than 15, their speed is reduced by 10 feet."
#30034,Serpent Scale Armor,CM,98,uncommon,Medium Armor (Scale Mail),,AC 14 + Dex,,,45,,"This suit of magic armor is made from shimmering scales. While wearing it, you can apply your full Dexterity modifier (instead of a maximum of +2) when determining your Armor Class. In addition, this armor does not impose disadvantage on your Dexterity (Stealth) checks."
#30035,Shellguard Armor,TGS4,0,rare,Medium Armor (Breastplate),requires attunement,AC 14 + Dex (max 2),,,20,,"The front of this armor is adorned with a large shell design, which covers your chest. The metal has a pearlescent shimmer. You gain a +1 bonus to AC while wearing this armor. In addition, you can breathe underwater and gain a swimming speed equal to your walking speed.The armor has 4 charges and regains 1d4 expended charges daily at dawn. If you're within 100 feet of a natural body of sea water at that time, it regains all expended charges instead. While wearing the armor, you can use your reaction when you take fire damage to expend 1 of the armor's charges to halve the fire damage you take from the triggering effect."
#30036,Silver Eagle Studded Cuirass,TGS2,161,uncommon,Light Armor (Studded Leather Armor),requires attunement,AC 12 + Dex,,,13,,"This studded leather armor is worn by an elite guard of a longstanding alliance between elves and humans. While you're wearing it, any critical hit against you becomes a normal hit.In addition, when a creature you can see hits you with a melee attack while you're wearing this armor, you can use your reaction to speak its command word. When you do, a pair of ghostly eagle wings appear from the back of the armor. The wings beat the air around you and push you back up to 10 feet away from the attacking creature, without provoking opportunity attacks. In addition, the sudden movement takes you out of harms way, reducing the damage you take from the triggering attack by 2d6. Once this property of the armor has been used, it can't be used again until the next dawn."
#30037,Spiritwalker Breastplate,TGS2,168,rare,Medium Armor (Breastplate),requires attunement,AC 14 + Dex (max 2),,,20,,"When you drop to 0 hit points while wearing this armor, your spirit leaves your body and appears as a floating, ghostly version of yourself. The spirit remains there for 1 minute or until you regain consciousness, at which point the spirit returns to your body. For the duration, you don't suffer a death saving throw failure as a result of taking damage, and you can only die from damage if the total damage you take on a turn equals or exceeds your hit point maximum. You still make death saving throws at the start of each of your turns while in this state; however, the number you must roll to succeed on a death saving throw increases by 1 for every 5 feet away from your physical body your spirit is at the start of each of your turns.Your spirit is tethered to your physical body and can't be farther than 30 feet away from it at any time. The spirit has your senses, a flying speed of 30 feet, and can hover. On your turn, it can only move and take the Help action. The spirit is immune to all damage and is incorporeal, but an effect that turns undead will automatically send your spirit back to your physical body and end the effect early.Once this property has been used, it can't be used again until the next dawn."
#30038,Splint Armor,PHB'24,219,none,Heavy Armor,,AC 17,,,60,200,"The wearer has Disadvantage on Dexterity (Stealth) checks.If the wearer has a Strength score lower than 15, their speed is reduced by 10 feet."
#30039,Splinterguard,TGS2,168,rare,Heavy Armor (Splint Armor),requires attunement by a druid or ranger,AC 17,,,60,,"The protective panels that adorn this splint armor are made from carefully molded pieces of ironleaf lumber, a wood renowned for its remarkable durability. Even if you aren't attuned to the armor, you gain the following benefits:While you're wearing this armor, any critical hit against you becomes a normal hit. In addition, the first time each day you're struck by a critical hit, the armor's panels splinter into countless shards of painful, wooden shrapnel. Other creatures within 10 feet of you must make a DC 15 Dexterity saving throw, taking 3d8 piercing damage on a failed save, or half as much damage on a successful one. Once this happens, the armor's wooden panels are cracked until the following dawn, at which point they magically regrow. Until the panels regrow, the armor can't be splintered again and suffers a â€“2 penalty to the AC it offers. The panels can't be repaired by magical or mundane means, but a plant growth spell can cause the panels to regrow early once before each dawn.If you're attuned to this armor, you're considered proficient with it, and you don't suffer disadvantage on Dexterity (Stealth) checks you make as a result of wearing it. In addition, creatures hit by the armor's shrapnel when it splinters take 5d8 piercing damage, instead of 3d8, and you can choose which creatures in the area are affected by it when it happens.The wearer has Disadvantage on Dexterity (Stealth) checks.If the wearer has a Strength score lower than 15, their speed is reduced by 10 feet."
#30040,Studded Leather Armor,PHB'24,219,none,Light Armor,,AC 12 + Dex,,,13,45,
#30041,Vainglorious Armor,TGS3,0,rare,Heavy Armor (Ring Mail),requires attunement,AC 14,,,40,,"The torso of this glimmering ring mail is guarded by hundreds of golden, interlocked signet rings. It's always magically clean. While wearing it, you gain a bonus to AC equal to your Charisma modifier (maximum 5). When you make an ability check, saving throw, or attack roll and roll a 20 on the d20, you're bolstered by a wave of confidence: you have advantage on the next Charisma check or Charisma saving throw you make within the next minute. Curse. This armor is cursed, and attuning to it extends that curse to you. While you're cursed, you gain the following flaw: ""I am easily embarrassed."" Furthermore, whenever you make an ability check, saving throw, or attack roll and roll a 1 on the d20, any Charisma check or Charisma saving throw you make for the next minute is made with disadvantage.The wearer has Disadvantage on Dexterity (Stealth) checks."
#30042,Valkyrian Scale,TGS3,0,rare,Medium Armor (Scale Mail),requires attunement,AC 14 + Dex (max 2),,,45,,"The large scales of this armor resemble feathers, which are actually part of magical metal wings that curl around your torso to protect you. While wearing the armor, you can use a bonus action to cause the wings to unfurl and extend from the armor, allowing you to fly up to 30 feet using your movement. You fall to the ground at the end of your turn or when you stop moving in this way.You gain a +2 bonus to your Constitution score, up to a maximum of 20, while wearing this armor. In addition, when a creature that you can see within 5 feet of you takes damage, you can use your reaction to magically reduce that damage by 1d8. You take the same amount of damage that was reduced in this way, which ignores resistance and immunity. Record the damage taken in this way, which resets to 0 when you finish a long rest.Any damage you take using this property of the armor is magically converted into energy by the wings. If you have no more than half your hit points left, you can attack up to two targets using the wings as an action, provided that the targets are each within 5 feet of you. This special weapon attack has a +7 bonus to hit. On a hit, a target takes force damage equal to the total amount of damage you reduced using the wings. Hit or miss, the recorded damage resets to 0 at the end of this action. This attack doesn't interrupt your flight using the armor's wings.The wearer has Disadvantage on Dexterity (Stealth) checks."
#30043,Vanrak's Mithral Shirt,WDMM,237,uncommon,Medium Armor (Chain Shirt),,AC 13 + Dex (max 2),,,20,,"Mithral is a light, flexible metal. A mithral chain shirt or breastplate can be worn under normal clothes. If the armor normally imposes disadvantage on Dexterity (Stealth) checks or has a Strength requirement, the mithral version of the armor doesn't.While you wear this armor, you gain darkvision out to a range of 60 feet."
#30044,Verdant Breastplate,TGS4,0,rare,Medium Armor (Breastplate),requires attunement,AC 14 + Dex (max 2),,,20,,"When found, this breastplate resembles a leather cuirass covered in large, dried leaves. Once you wear and attune to it, however, it springs to life and flourishes; its leaves remain pliable and flexible, but harden against incoming harm to protect you. Sleeping in this armor has no adverse effect on you.While wearing this armor, moving through nonmagical plants that impede movement (such as by creating difficult terrain) costs you no extra movement, and you don't take damage from nonmagical plant hazards such as thorns or spines. In addition, the entangle spell has no effect on you, and you have advantage on any Dexterity (Stealth) check you make to hide in areas of dense foliage. Charges. This armor has 7 charges and regains 1d6 + 1 expended charges daily at dawn. If you're a druid or ranger and have cast the plant growth spell from the armor within the last 24 hours, the armor regains all expended charges instead. Spells. While wearing this armor, you can use an action to expend some of its charges to cast either the entangle (1 charges) or plant growth (3 charges) spell from it, using a spell save DC of 15. If you're a druid or ranger, you can choose to cast the spell from the armor using your spell save DC instead.When you cast plant growth using this armor, the plants affected by the spell are enriched for 30 days. The plants yield twice the normal amount of food when harvested."
#30045,Voidwalker Armor,BMT,39,rare,Light Armor (Studded Leather Armor),requires attunement,AC 12 + Dex,,,13,,"This black studded leather armor bears a red sheen. While wearing this armor, you can use a bonus action to summon a projection of yourself in an unoccupied space within 30 feet of yourself. The projection is a translucent copy of you that has immunity to all damage and conditions, and you can make attacks and cast spells with a range other than self as if standing in the projection's space. The projection disappears at the end of your turn. Once you use this bonus action, it can't be used again until the next dawn. Curse. This armor is cursed, and attuning to it extends the curse to you. As long as you remain cursed, you're unwilling to part with the armor. Taking it off fails to end the curse. While cursed in this way, you feel disconnected from your body, continuously hearing whispers that call for you to join them. Whenever you finish a long rest while cursed, you must make a DC 11 Charisma saving throw. On a failed save, your soul is drawn from your body and trapped in an object on a different plane of existence. The object and location of this object are chosen by the DM (but might be the House of Cards; see chapter 18). While your soul is trapped in this way, your body is inert and doesn't age or require sustenance. Destroying the object frees your soul; otherwise, only a Wish spell can restore your soul to your body."
#30046,Wildskin Armor,TGS2,190,uncommon,Medium Armor (Hide Armor),requires attunement by a druid,AC 12 + Dex (max 2),,,12,,"This enchanted hide armor magically conforms to your body and moves naturally with your movements.While wearing this armor, you can choose to have it reinforce your new form when you use your Wild Shape. When you do, your AC while you are transformed is equal to 14 + your Dexterity modifier (maximum 2), unless it's already higher. You gain this benefit even if the armor merges into your new form. Once this property has been used, it can't be used again until the next dawn."
#30047,Windswept Wyvernplate,TGS1,144,rare,Medium Armor (Half Plate Armor),requires attunement,AC 15 + Dex (max 2),,,40,,"This half plate armor seems to grow lighter when you inhale. You can hold your breath at any point to both lighten the armor and quiet its clattering, negating the normal disadvantage on Dexterity (Stealth) checks imposed by half plate armor.In addition, if you fall while wearing this armor, you can hold your breath as a reaction to cast the feather fall spell, targeting only yourself, at will.The wearer has Disadvantage on Dexterity (Stealth) checks."
#30048,Wooden Chain of the Unbroken Circle,TGS1,145,rare,Medium Armor (Chain Shirt),requires attunement by a druid or ranger,AC 13 + Dex (max 2),,,20,,"This magic chain shirt is crafted using strange wooden links enchanted by a militant circle of druids. The wooden chain is reinforced with old, natural magic that responds to the wearer's reverent connection to nature. While wearing this armor, you gain a bonus to your AC equal to your Wisdom modifier (max 2) in addition to the armor's normal AC."
#30049,Wraith's Garb,TGS3,0,uncommon,Light Armor (Leather Armor),requires attunement,AC 11 + Dex,,,10,,"While wearing this dark leather armor in dim light or darkness, a shadowy cape billows behind you and obscures your movements. While the armor's cape is flowing behind you in this way, opportunity attacks against you are made with disadvantage. While attuned, you are considered proficient with this armor even if you lack proficiency with light armor.In addition, if you are in dim light or darkness, you can use a bonus action to cast the misty step spell from the armor, reappearing in a plume of dark smoke that immediately dissipates. Once the armor has been used to cast this spell, it can't do so again until the next dusk. Wraith's Ensemble. Dying doesn't end your attunement to this magic item. In addition, if you're attuned to three items with this named property, you treat bright light (but not sunlight) as if it were dim light or darkness for the purposes of the items' various properties, and you can use a bonus action to reveal or suppress one or more of the items' visual effects. While an item's visual effects are suppressed, you don't gain the benefits of that item's other properties."
