id,name,source,page,rarity,type,attunement,damage,properties,mastery,weight,value,text
#20013,Chicken Tonic,TGS3,0,common,Potion,,,,,,,"A willing creature that drinks this tonic is magically transformed into a ceramic chicken for up to 10 minutes, as if by the polymorph spell, or until it ends the effect as a bonus action. The creature retains its Intelligence, Wisdom, and Charisma scores, as well as its skill and saving throw proficiencies (including those of the chicken). Use the raven's statistics for the chicken, with the exception that its flying speed is halved and it falls at the end of its turn if it's in the air and nothing else is holding it aloft. The tonic's container is a porcelain chicken, and the potion itself is a seemingly wretched mixture of eggs and gravy. The potion has no effect on an unwilling creature."
#20014,Coldfire Phoenix Draft,TGS3,0,legendary,Potion,,,,,,,"This frigid potion is made from Everglacier ice that's been boiled by the flames of a phoenix. A single, downy phoenix feather rests inside the bottle, which has turned blue from the potion's magic.When you drink this potion using an action, you gain resistance to cold damage until you die. When you die, you are immediately returned to life with 1 hit point and 100 temporary hit points. While you have these temporary hit points, you are immune to cold damage, your speed is halved, and you have disadvantage on ability checks."
#20015,Djinn and Tonic (Common),TGS2,71,common,Potion,,,,,,,"The typical djinn and tonic, a common potion, is a specialty alcoholic beverage that causes a magical wind to tussle your hair, cloak, or other clothing dramatically for 1 hour after you drink it. A small mote of mist dances above the potion's liquid and gently stirs it. The beverage is smooth, bubbly, and very refreshing with notes of juniper, elderberries, white peach, and lavender. Due to its magical nature, the alcohol within this potion affects a creature twice as much as the alcohol within a nonmagical beverage."
#20016,Djinn and Tonic (Rare),TGS2,71,rare,Potion,,,,,,,"The following djinn and tonic is a rare variant with additional properties. It also tastes better. When you drink this potion, you gain the effect of the gaseous form spell for 10 minutes (no concentration required) or until you end it early using an action. When the effect ends, your form rematerializes in a rush of air, forcing all Large and smaller creatures within 30 feet of you to make a DC 15 Strength saving throw. On a failed save, a creature is pushed 10 feet away from you and knocked prone."
#20017,Elixir of Charm,TGS3,0,uncommon,Potion,,,,,,,"FOR HEDGE MAGE USE ONLYIngredients: A rose petal, a piece of parchment with a romantic message, and a hair from a humanoid.Command: The full name of the humanoid whose hair was used.This potion is made with the freshly plucked hair of a humanoid. If another creature drinks this potion, it must make a Wisdom saving throw against your wizard spell save DC, and does so with advantage if you or your companions are fighting it. On a failed save, the creature is charmed by the humanoid whose hair was used in the potion for 1 hour. While charmed, the creature regards this humanoid as a friendly acquaintance. The charm ends early if the creature takes any damage. On a successful save, the creature is not charmed and is immune to this effect for 24 hours."
#20018,Elixir of Health,DMG'24,257,rare,Potion,,,,,1,,"When you drink this potion, you are cured of all magical contagions. In addition, the following conditions end on you: Blinded, Deafened, Paralyzed, and Poisoned.The clear, red liquid has tiny bubbles of light in it."
#20019,Elixir of Night,TGS3,0,uncommon,Potion,,,,,,,"FOR HEDGE MAGE USE ONLYIngredients: An owl feather, pinch of powdered cats eye, and chocolate.Command: ""Of cats grace, through darkness embrace.""When a creature drinks this potion, it gains darkvision out to a range of 60 feet for 8 hours and adds 1d4 to any Dexterity (Stealth) check it makes for the duration. If the creature already has darkvision, its range increases by 30 feet. While the potion is agitated, such as by being shaken or stirred, it sheds bright light in a 20-foot radius and dim light for an additional 20 feet."
#20020,Elixir of Protection,TGS3,0,uncommon,Potion,,,,,,,"FOR HEDGE MAGE USE ONLYIngredients: A snails shell, sage leaf, and piece of limestone (acid damage), salt crystal (cold damage), red pepper seed ( fire damage), piece of iron ( lightning damage), or snake fang (poison damage).Command: ""Born of the Material, unscathed by her arms.""When you drink this elixir, your body becomes magically protected against either acid, cold, fire, lightning, or poison damage for 1 hour. You determine the type of damage when you create the elixir. For the duration, any damage of that type that you take is reduced by an amount equal to half your wizard level."
#20021,Elixir of Recovery,TGS3,0,uncommon,Potion,,,,,,,"FOR HEDGE MAGE USE ONLYIngredients: A small piece of dried apple and gold leaf.Command: ""The body, unbroken.""You regain 2d8 hit points when you drink this elixir. This healing increases to 3d8 when you reach 14th level in this class."
#20022,Elixir of Restoration,TGS3,0,uncommon,Potion,,,,,,,"FOR HEDGE MAGE USE ONLYIngredients: A bees wing, drop of rum, and piece of lemon peel; or a bezoar from a giant goat, hippogriff, or pegasus worth at least 50 gp if the elixir cures the charmed, frightened, or petrified condition.Command: ""The balance, restored.""When you drink this elixir, one condition afflicting you ends. The condition can be blinded, deafened, paralyzed, or poisoned. When you reach 14th level in this class, the condition can also be charmed, frightened, or petrified, but doing so requires the elixir to be made using costly components."
#20023,Elixir of Truth,TGS3,0,uncommon,Potion,,,,,,,"FOR HEDGE MAGE USE ONLYIngredients: A sprig of cherry, a mockingbird feather, and fleck of fools gold.Command: Two truths and a lie, each one said when adding an ingredientWhen a creature drinks this elixir, it must make a Charisma saving throw against your wizard spell save DC. A creature can choose to fail this saving throw. On a failed save, the creatures eyes become pale and it can not speak a deliberate lie for the next 10 minutes. An affected creature is aware of the elixirs effect and can thus avoid answering questions to which it would normally respond with a lie. Such a creature can be evasive in its answers as long as it remains within the boundaries of the truth."
#20024,Elixir of Witchfire,TGS3,0,uncommon,Potion,,,,,,,"FOR HEDGE MAGE USE ONLYIngredients: A piece of charcoal, frog stomach, and thistle leaf.Command: ""Burn in mine fire, for evil most dire.""When a creature drinks this elixir, it takes 3d6 acid damage. The damage increases to 5d6 when you reach 14th level in this class. The poison is nearly tasteless and odorless, but a creature can detect its presence, such as in a food or drink, with a successful Intelligence (Investigation) or Wisdom (Perception) check against your wizard spell save DC."
#20025,Essence of Rage,TGS1,59,rare,Potion,,,,,,,"This swirling potion tastes like iron and bitter raisins. When you drink this potion, you enter a rage that lasts for 1 minute or until you're knocked unconscious. This rage grants you the same effects as the barbarian's class feature at 1st level with the following additional properties:If you end your turn without having attacked a hostile creature or taken damage since your last turn, your rage does not end, but you take 1d4 psychic damage instead.You can enter this rage even if you're wearing heavy armor.In addition, when you use your action to drink this potion, you can make one weapon attack as a bonus action."
#20026,Gorgon Potion,TGS3,0,rare,Potion,,,,,,,"This potion contains trace amounts of gorgon blood. When you drink this potion, you're immune to being petrified for 1d4 hours. If you're already petrified, another creature can apply the potion to you and suspend the effect for 1d4 hours instead. In either case, for the duration of the potion's effects, your skin hardens into flexible metal plates; your AC can't be lower than 18.While under the effects of the potion, you can use an action to exhale a plume of green vapor from you in a 15-foot cone. When you do, the potion's effects on you end, and both you and any other creature within the area of the vapor must make a DC 13 Constitution saving throw. On a failed save, a creature begins to turn to stone and is restrained. The restrained creature must make another DC13 Constitution saving throw at the end of its next turn. On a success, the effect ends on the target. On a failure, the target is petrified for 1 minute."
#20027,Mysterious Potion,TGS4,0,common,Potion,,,,,,,"When you drink this potion, you give off an air of mystery for 1d4 hours. For the duration, other creatures are more likely to become suspicious of or intrigued by you, potentially changing how they behave around you."
#20028,Oil of Etherealness,DMG'24,282,rare,Potion,,,,,1,,"One vial of this oil can cover one Medium or smaller creature, along with the equipment it's wearing and carrying (one additional vial is required for each size category above Medium). Applying the oil takes 10 minutes. The affected creature then gains the effect of the Etherealness spell for 1 hour.Beads of this cloudy, gray oil form on the outside of its container and quickly evaporate."
#20029,Oil of Reanimation,TGS4,undefined,uncommon,Potion,,,,,,,"You can rub this oil onto a dead humanoid over the course of 1 minute. When you do, the corpse magically reanimates as a skeleton or zombie (GM's discretion). The undead follows your verbal instructions to the best of its ability (no action required by you); you decide what action it will take and where it will move during its next turn, or you can issue a general command, such as to guard a particular chamber or corridor. If you issue no commands, the creature only defends itself against hostile creatures. Once given an order, the creature continues to follow it until its task is complete. The creature is under your control for 24 hours, after which it stops obeying any command you've given it.A living creature that drinks the oil immediately retches and must make a DC 13 Constitution saving throw. On a failed save, if the creature dies at any point within the next 30 days, it automatically reanimates as a zombie under no one's control after 1 hour of being dead."
#20030,Oil of Sharpness,DMG'24,282,very rare,Potion,,,,,1,,"One vial of this oil can coat one Melee weapon or twenty pieces of ammunition, but only ammunition and Melee weapons that are nonmagical and deal Slashing or Piercing damage are affected. Applying the oil takes 1 minute, after which the oil magically seeps into whatever it coats, turning the coated weapon into a +3 Weapon or the coated ammunition into +3 Ammunition.This clear, gelatinous oil sparkles with tiny, ultrathin silver shards."
#20031,Oil of Slipperiness,DMG'24,283,uncommon,Potion,,,,,1,,"One vial of this oil can cover one Medium or smaller creature, along with the equipment it's wearing and carrying (one additional vial is required for each size category above Medium). Applying the oil takes 10 minutes. The affected creature then gains the effect of the Freedom of Movement spell for 8 hours.Alternatively, the oil can be poured on the ground as a Magic action, where it covers a 10-foot square, duplicating the effect of the Grease spell in that area for 8 hours.This sticky, black unguent is thick and heavy, but it flows quickly when poured."
#20032,Oil of Superior Mending,TGS4,0,uncommon,Potion,,,,,,,"This canister of oil is capped with a resealable six-sided top. The oil inside is represented by a pool of 10 d6s, which you can use to restore hit points to damaged constructs and objects. You can use an action to pour some of the oil onto a damaged construct or object, expending 1 or more d6s from the pool (up to the remaining amount). Roll the expended d6s: the target regains a number of hit points equal to the total, as the oil magically repairs the relevant damage. A damaged area appears as having been filled or coated by black resin, which disappears after 1 hour to reveal the repaired materials. The canister is empty once the last d6 has been expended from the pool. This effect can physically repair a magic item, but it can't restore magic to such an object."
#20033,Oil of Tattoos,TGS5,0,common,Potion,,,,,,,"This flask of oil contains a swirling plume of ink. You can lather the oil over a patch of skin on a willing creature over the course of 1 minute. At the end of the minute, the oil magically creates a tattoo on the skin. You choose the tattoo's design. The tattoo remains indefinitely or until it's targeted by a dispel magic spell or similar magic. The flask has enough oil for 5 applications: a small tattoo consumes 1 application, a medium tattoo consumes 2, and a large tattoo consumes 3."
#20034,Oozo (Uncommon),TGS4,0,uncommon,Potion,,,,,,,"The typical oozo, an uncommon potion, is a specialty alcoholic beverage that causes you to become slightly gelatinous and translucent. For 1 hour after drinking this potion, creatures that make a Wisdom (Perception) check to search for you while you're hiding must roll a d4 and subtract the number rolled from the check. If you haven't moved since the start of your last turn, they must roll a d6 instead. The drink is gelatinous and is more accurately slurped than drunk. Despite its questionable texture, it tastes light and refreshing, with a hint of licorice and orange. Due to its magical nature, the alcohol within this potion affects a creature twice as much as the alcohol within a nonmagical beverage."
#20035,Oozo (Very Rare),TGS4,0,very rare,Potion,,,,,,,"The typical oozo, an uncommon potion, is a specialty alcoholic beverage that causes you to become slightly gelatinous and translucent. For 1 hour after drinking this potion, creatures that make a Wisdom (Perception) check to search for you while you're hiding must roll a d4 and subtract the number rolled from the check. If you haven't moved since the start of your last turn, they must roll a d6 instead. The drink is gelatinous and is more accurately slurped than drunk. Despite its questionable texture, it tastes light and refreshing, with a hint of licorice and orange. Due to its magical nature, the alcohol within this potion affects a creature twice as much as the alcohol within a nonmagical beverage.The following oozo is a very rare variant with additional properties. It also tastes better.For 1 hour after drinking this potion, whenever you remain perfectly still for 1 minute, you and anything you wear or carry becomes invisible until you move. In addition, if a creature within 5 feet of you hits you with a melee attack, it immediately takes 1d4 acid damage."
#20036,Orostead Iced Tea (Common),TGS2,133,common,Potion,,,,,,,"The typical Orostead iced tea, a common potion, is a specialty alcoholic beverage that creates harmless sensory effects with each sip. When made, a tea has enough for 6 + 1d4 sips before it's used up, instead of a single use. You can take a sip as an action. When you drink this potion, roll on the table below to determine which one of the following effects occur:d8Common Effect1You suddenly become drenched with illusory salt water. After 1 minute, it dries.2You're suddenly overwhelmingly warm (50%) or cold (50%) for 1 minute.3You remain frozen in place for 1 second, as if briefly removed from time.4You gain the effect of the speak with animals spell for 1 minute.5You suddenly teleport 5 feet into an unoccupied space next to you.6Any clothing you wear becomes various shades of gray for 1 minute.7Static charge builds up on you. Touching or being touched by anything for the next minute causes a sharp shock of electricity to leap between you.8Your skin, hair, and eye colors are inverted. In addition, roll a d12. You grow or shrink a number of inches equal to the result of the die, shrinking by odd numbers or growing by even ones. After 1 minute, your appearance returns to normal.The drink is incredibly refreshing with notes of lemon, tea, and cherry, and has virtually no alcoholic bite to it. Regardless, due to its magical nature, the alcohol within this potion affects a creature twice as much as the alcohol within a nonmagical beverage."
#20037,Orostead Iced Tea (Very Rare),TGS2,133,very rare,Potion,,,,,,,"The following Orostead iced tea is a very rare variant with additional properties. It also tastes better. When made, a tea has enough for 6 + 1d4 sips before it's used up, instead of a single use. You can take a sip as an action.When you take a sip of this potion, roll a d8 and consult the table below instead to determine which one of the following benefits you gain. Once you've gained a benefit from the table, you can't gain that same benefit again until you finish a long rest.d8Very Rare Effect1For 1 hour, you gain a +2 bonus to Strength ability checks and saving throws, as well as attack and damage rolls for weapons that use Strength.2For 1 hour, you gain a +2 bonus to Dexterity ability checks and saving throws, as well as attack and damage rolls for weapons that use Dexterity.3You gain 2d10 + 20 temporary hit points.4For 1 hour, you gain a +2 bonus to Intelligence ability checks and saving throws. If Intelligence is your spellcasting ability, you also gain a +2 bonus to your spell attack rolls and spell save DC for the duration.5For 1 hour, you gain a +2 bonus to Wisdom ability checks and saving throws. If Wisdom is your spellcasting ability, you also gain a +2 bonus to your spell attack rolls and spell save DC for the duration.6For 1 hour, you gain a +2 bonus to Charisma ability checks and saving throws. If Charisma is your spellcasting ability, you also gain a +2 bonus to your spell attack rolls and spell save DC for the duration.7Choose a benefit from the table, even if you've already gained it since you finished your last long rest.8You recover expended spells slots with a combined level that is equal to or less than 8, and none of the slots can be 6th level or higher. If you don't have any expended spell slots, you can use an action to cast the fireball spell once within the next 8 hours, casting the spell at 6th level and using a spell save DC of 16 when you do."
#20038,Philter of Love,DMG'24,285,uncommon,Potion,,,,,1,,"The next time you see a creature within 10 minutes after drinking this philter, you are charmed by that creature and have the Charmed condition for 1 hour.This rose-hued, effervescent liquid contains one easy-to-miss bubble shaped like a heart."
#20039,Potion of Acid Resistance,DMG'24,289,uncommon,Potion,,,,,1,,"When you drink this potion, you have Resistance to Acid damage for 1 hour."
#20040,Potion of Advantage,WBtW,212,uncommon,Potion,,,,,,,"When you drink this potion, you gain advantage on one ability check, attack roll, or saving throw of your choice that you make within the next hour.This potion takes the form of a sparkling, golden mist that moves and pours like water."
#20041,Potion of Animal Friendship,DMG'24,287,uncommon,Potion,,,,,1,,"When you drink this potion, you can cast the level 3 version of the Animal Friendship spell (save DC 13).Agitating this potion's muddy liquid brings little bits into view: a fish scale, a hummingbird feather, a cat claw, or a squirrel hair."
#20042,Potion of Aqueous Form,MOT,197,rare,Potion,,,,,,,"When you drink this potion, you transform into a pool of water. You return to your true form after 10 minutes or if you are incapacitated or die.You're under the following effects while in this form:Liquid Movement. You have a swimming speed of 30 feet. You can move over or through other liquids. You can enter and occupy the space of another creature. You can rise up to your normal height, and you can pass through even Tiny openings. You extinguish nonmagical flames in any space you enter.Watery Resilience. You have resistance to nonmagical damage. You also have advantage on Strength, Dexterity, and Constitution saving throws.Limitations. You can't talk, attack, cast spells, or activate magic items. Any objects you were carrying or wearing meld into your new form and are inaccessible, though you continue to be affected by anything you're wearing, such as armor."
#20043,Potion of Clairvoyance,DMG'24,287,rare,Potion,,,,,1,,"When you drink this potion, you gain the effect of the Clairvoyance spell (no Concentration required).An eyeball bobs in this potion's yellowish liquid but vanishes when the potion is opened."
#20044,Potion of Climbing,DMG'24,287,common,Potion,,,,,1,,"When you drink this potion, you gain a Climb Speed equal to your Speed for 1 hour. During this time, you have Advantage on Strength (Athletics) checks to climb.This potion is separated into brown, silver, and gray layers resembling bands of stone. Shaking the bottle fails to mix the colors."
#20045,Potion of Cloud Giant Strength,DMG'24,288,very rare,Potion,,,,,1,,"When you drink this potion, your Strength score changes to 27 for 1 hour. The potion has no effect on you if your Strength is equal to or greater than that score.This potion's transparent liquid has floating in it a sliver of fingernail from a cloud giant."
#20046,Potion of Cold Resistance,DMG'24,289,uncommon,Potion,,,,,1,,"When you drink this potion, you have Resistance to Cold damage for 1 hour."
#20047,Potion of Comprehension,DMG'24,287,common,Potion,,,,,1,,"When you drink this potion, you gain the effect of the Comprehend Languages spell for 1 hour.This potion's liquid is a clear concoction with bits of salt and soot swirling in it."
#20048,Potion of Diminution,DMG'24,287,rare,Potion,,,,,1,,"When you drink this potion, you gain the ""reduce"" effect of the Enlarge/Reduce spell for 1d4 hours (no Concentration required).The red in the potion's liquid continuously contracts to a tiny bead and then expands to color the clear liquid around it. Shaking the bottle fails to interrupt this process."
#20049,Potion of Dragon's Breath (rare),TGS1,98,rare,Potion,,,,,,,"This potion is crafted using the harvested stomach and gizzard of a fallen dragon. Drinking the potion as an action allows you to use an action on your subsequent turns to spew dragon-like projectiles. These projectiles are the same as a dragonborn's breath weapon, whose element and areas of effect are determined by the dragon it was sourced from. The effect lasts for 1 minute. Materials gathered from adult dragons produce rare potions (dealing 4d6 damage with the breath weapon, save DC 15).It takes 7 days and proficiency with alchemist's supplies to create the potion, requiring 2 hours of work each day in order to prepare it. Failing to tend to the potion causes it to reset, requiring another 7 days to craft. When the potion resets in this way, roll a d20. On a 1, the potion spoils and is lost."
#20050,Potion of Dragon's Breath (uncommon),TGS1,98,uncommon,Potion,,,,,,,"This potion is crafted using the harvested stomach and gizzard of a fallen dragon. Drinking the potion as an action allows you to use an action on your subsequent turns to spew dragon-like projectiles. These projectiles are the same as a dragonborn's breath weapon, whose element and areas of effect are determined by the dragon it was sourced from. The effect lasts for 1 minute. Materials gathered from young dragons produce uncommon potions (dealing 3d6 damage with the breath weapon, save DC 13).It takes 7 days and proficiency with alchemist's supplies to create the potion, requiring 2 hours of work each day in order to prepare it. Failing to tend to the potion causes it to reset, requiring another 7 days to craft. When the potion resets in this way, roll a d20. On a 1, the potion spoils and is lost."
#20051,Potion of Dragon's Breath (very rare),TGS1,98,very rare,Potion,,,,,,,"This potion is crafted using the harvested stomach and gizzard of a fallen dragon. Drinking the potion as an action allows you to use an action on your subsequent turns to spew dragon-like projectiles. These projectiles are the same as a dragonborn's breath weapon, whose element and areas of effect are determined by the dragon it was sourced from. The effect lasts for 1 minute. Materials gathered from ancient dragons produce very rare potions (dealing 5d6 damage with the breath weapon, save DC 16).It takes 7 days and proficiency with alchemist's supplies to create the potion, requiring 2 hours of work each day in order to prepare it. Failing to tend to the potion causes it to reset, requiring another 7 days to craft. When the potion resets in this way, roll a d20. On a 1, the potion spoils and is lost."
#20052,Potion of Dragon's Majesty,FTD,24,legendary,Potion,,,,,,,"This potion looks like liquid gold, with a single scale from a chromatic, gem, or metallic dragon suspended in it. When you drink this potion, you transform into an adult dragon of the same kind as the dragon the scale came from. The transformation lasts for 1 hour. Any equipment you are wearing or carrying melds into your new form or falls to the ground (your choice). For the duration, you use the game statistics of the adult dragon instead of your own, but you retain your languages, personality, and memories. You can't use a dragon's Change Shape or its legendary or lair actions."
#20053,Potion of Fire Breath,DMG'24,187,uncommon,Potion,,,,,1,,"After drinking this potion, you can take a Bonus Action to exhale fire at a target within 30 feet of yourself. The target makes a DC 13 Dexterity saving throw, taking 4d6 Fire damage on a failed save or half as much damage on a successful one. The effect ends after you exhale the fire three times or when 1 hour has passed.This potion's orange liquid flickers, and smoke fills the top of the container and wafts out whenever it is opened."
#20054,Potion of Fire Giant Strength,DMG'24,288,rare,Potion,,,,,1,,"When you drink this potion, your Strength score changes to 25 for 1 hour. The potion has no effect on you if your Strength is equal to or greater than that score.This potion's transparent liquid has floating in it a sliver of fingernail from a fire giant."
#20055,Potion of Fire Resistance,DMG'24,289,uncommon,Potion,,,,,1,,"When you drink this potion, you have Resistance to Fire damage for 1 hour."
#20056,Potion of Flying,DMG'24,287,very rare,Potion,,,,,1,,"When you drink this potion, you gain a Fly Speed equal to your Speed for 1 hour and can hover. If you're in the air when the potion wears off, you fall unless you have some other means of staying aloft.This potion's clear liquid floats at the top of its container and has cloudy white impurities drifting in it."
#20057,Potion of Force Resistance,DMG'24,289,uncommon,Potion,,,,,1,,"When you drink this potion, you have Resistance to Force damage for 1 hour."
#20058,Potion of Frost Giant Strength,DMG'24,288,rare,Potion,,,,,1,,"When you drink this potion, your Strength score changes to 23 for 1 hour. The potion has no effect on you if your Strength is equal to or greater than that score.This potion's transparent liquid has floating in it a sliver of fingernail from a frost giant."
#20059,Potion of Gaseous Form,DMG'24,287,rare,Potion,,,,,1,,"When you drink this potion, you gain the effect of the Gaseous Form spell for 1 hour (no Concentration required) or until you end the effect as a Bonus Action.This potion's container seems to hold fog that moves and pours like water."
#20060,Potion of Giant Size,SKT,236,legendary,Potion,,,,,,,"When you drink this potion, you become Huge for 24 hours if you are Medium or smaller, otherwise the potion does nothing. For that duration, your Strength becomes 25, if it isn't already higher, and your hit point maximum is doubled (your current hit points are doubled when you drink the potion). In addition, the reach of your melee attacks increases by 5 feet.Everything you are carrying and wearing also increases in size for the duration. When rolling damage for weapons enlarged in this manner, roll three times the normal number of dice; for example, an enlarged longsword would deal 3d8 slashing damage (instead of 1d8), or 3d10 slashing damage (instead of 1d10) when used with two hands.When the effect ends, any hit points you have above your hit point maximum become temporary hit points. This potion is a pale white liquid made from the tongue of a giant clam, with a pungent aroma akin to that of rotting algae. It tastes sweet, however, when consumed."
#20061,Potion of Greater Healing,DMG'24,288,uncommon,Potion,,,,,1,,You regain 4d4 + 4 Hit Points when you drink this potion. The potion's red liquid glimmers when agitated.
#20062,Potion of Greater Invisibility,DMG'24,288,very rare,Potion,,,,,1,,"This potion's container looks empty but feels as though it holds liquid. When you drink the potion, you have the Invisible condition for 1 hour."
#20063,Potion of Growth,DMG'24,288,uncommon,Potion,,,,,1,,"When you drink this potion, you gain the ""enlarge"" effect of the Enlarge/Reduce spell for 10 minutes (no Concentration required).The red in the potion's liquid continuously expands from a tiny bead to color the clear liquid around it and then contracts. Shaking the bottle fails to interrupt this process."
#20064,Potion of Healing,DMG'24,288,common,Potion,,,,,1,50,"This potion is a magic item. As a Bonus Action, you can drink it or administer it to another creature within 5 feet of yourself. The creature that drinks the magical red fluid in this vial regains 2d4 + 2 Hit Points. The potion's red liquid glimmers when agitated."
#20065,Potion of Heroism,DMG'24,288,rare,Potion,,,,,1,,"When you drink this potion, you gain 10 Temporary Hit Points that last for 1 hour. For the same duration, you are under the effect of the Bless spell (no Concentration required).This potion's blue liquid bubbles and steams as if boiling."
#20066,Potion of Hill Giant Strength,DMG'24,288,uncommon,Potion,,,,,1,,"When you drink this potion, your Strength score changes to 21 for 1 hour. The potion has no effect on you if your Strength is equal to or greater than that score.This potion's transparent liquid has floating in it a sliver of fingernail from a hill giant."
